"","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_dt","event_time","presale_dt","onsale_dt","ord_create_dt","ord_create_time","sales_ord_tran_dt","print_dt","timezn_nm","venue_city_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm"
"4334","Gorge Amphitheatre Vip Parking:tom Petty","Gorge Amphitheatre Star Parking","NULL","MISC","PARKING","PARKING","Gorge Amphitheatre Vip Parking:tom Petty","THIS TICKET IS VALID%FOR VIP PARKING ONLY%* GOOD THIS DAY ONLY *%ENTER AT GATE B%GORGE AMPHITHEATRE-GEORGE%SAT JUN 12 2010 7:30PM",1,28,"ISPU",2010-06-13,"02:30:00",NA,2010-03-08,2010-06-03,"00:00:00",2010-06-03,2010-06-08,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4335","Dancing With The Stars: Live!","Dancing with the Stars","NULL","CONCERTS","ROCK/POP","CONCERTS","Dancing With The Stars: Live!","                            DANCING WITH THE STARS  NO CAMERAS,FILMING,SMOKING   WINSTAR WORLD CASINO      DOORS OPEN AT 2:30PM    FRI FEB 05 2016 4:00 PM  ",1,65,"eTicket",2016-02-05,"22:00:00",2015-10-21,2015-10-26,2016-02-04,"14:09:19",2016-02-04,2016-02-05,"CST","THACKERVILLE, OKLAHOMA","73459","www.ticketmaster.com","T ","Y ","Dallas"
"4336","Cricket Pavilion Premier Parking: Santana","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Premier Parking: Santana","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET WIRELESS PAVILION%GOOD THIS DATE ONLY%SAT SEP 27 2008 8:00 PM",1,20,"TicketFast",2008-09-28,"02:00:00",NA,2008-04-14,2008-04-14,"00:00:00",2008-04-14,2008-09-21,"MST","PHOENIX, ARIZONA","85035","NULL","T ","N ","Arizona"
"4337","Juicy J - the hustle continues tour","Juicy J","NULL","CONCERTS","RAP/URBAN","CONCERTS","Juicy J - the hustle continues tour","                                   JUICY J          THE HUSTLE CONTINUES TOUR     COMMODORE BALLROOM     NO MINORS/GOV'T ID REQ'D  WED MAY 27 2015 DRS 8PM  ",2,247,"eTicket",2015-05-28,"03:00:00",2015-03-24,2015-03-27,2015-04-17,"23:27:12",2015-04-17,2015-05-27,"PST","VANCOUVER, BRITISH COLUMBIA","V6Z","www.ticketmaster.ca","T ","Y ","Vancouver"
"4338","Dave Matthews Band","Dave Matthews Band","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Dave Matthews Band","A VERY SPECIAL EVENING W/     DAVE MATTHEWS BAND                                 NO CAMERAS OR VIDEOS   SARATOGA PERF ARTS CENTER   FRI JUL 3 2015 7:00 PM  ",1,40.5,"TicketFast",2015-07-03,"23:00:00",2015-04-01,2015-02-13,2015-06-30,"12:55:03",2015-06-30,2015-06-30,"EST","SARATOGA SPRINGS, NEW YORK","12866","www.concerts.livenation.com","T ","Y ","New York"
"4339","The Band Perry","The Band Perry","NULL","CONCERTS","COUNTRY","CONCERTS","The Band Perry","   LIVE NATION WELCOMES         THE BAND PERRY           THEBANDPERRY.COM      NYCB THEATRE AT WESTBURY      DOOR TIME 7:00PM      FRI SEP 30 2016 8:00 PM  ",2,278,"eTicket",2016-10-01,"00:00:00",2016-03-02,2016-03-04,2016-03-02,"16:14:33",2016-03-02,2016-03-03,"EST","WESTBURY, NEW YORK","11590","mobile.livenation.us","T ","Y ","New York"
"4340","Bette Midler Divine Intervention","Bette Midler","NULL","CONCERTS","ADULT CONTEMPORARY","CONCERTS","Bette Midler Divine Intervention"," LIVE NATION/LME PRESENT         BETTE MIDLER          DIVINE INTERVENTION         BARCLAYS CENTER         NO CAMERAS/VIDEO/REC    MON JUN 29 2015 8:00 PM  ",1,157,"eTicket",2015-06-30,"00:00:00",2015-02-04,2015-02-09,2015-06-16,"18:28:05",2015-06-16,NA,"EST","BROOKLYN, NEW YORK","11217","www.ticketmaster.com","F ","Y ","New York"
"4341","""""""""""""""""weird Al"""""""""""""""" Yankovic - the mandatory world tour","Weird Al Yankovic","NULL","CONCERTS","COMEDY","ARTS","""""""""""""""""weird Al"""""""""""""""" Yankovic - the mandatory world tour","     WWW.WEIRDAL.COM         """"""""""""""""WEIRD AL"""""""""""""""" YANKOVIC     THE MANDATORY WORLD TOUR    AKRON CIVIC THEATRE    182 S. MAIN ST. AKRON, OH  FRI JUN 24 2016 8:00 PM  ",1,55,"Mail",2016-06-25,"00:00:00",2016-02-24,2016-02-26,2016-02-26,"17:04:27",2016-02-26,2016-03-02,"CST","AKRON, OHIO","44308","www.ticketmaster.com","T ","Y ","Cleveland"
"4342","J. Cole: Forest Hills Drive Tour","J. Cole","Big Sean","CONCERTS","RAP/URBAN","CONCERTS","J. Cole: Forest Hills Drive Tour","   LIVE NATION PRESENTS            J. COLE           FOREST HILLS DRIVE TOUR  PERFECT VODKA AMPHITHEATRESOUTH FLORIDA FAIRGROUNDS  TUE AUG 18 2015 6:30 PM  ",3,78,"eTicket",2015-08-18,"22:30:00",2015-02-24,2015-02-27,2015-08-15,"12:08:36",2015-08-15,2015-08-18,"EST","WEST PALM BEACH, FLORIDA","33411","mobile.livenation.us","T ","Y ","Miami"
"4343","Ben Harper & the Innocent Criminals","Ben Harper & the Innocent Criminals","Soja","CONCERTS","ROCK/POP","CONCERTS","Ben Harper & The Innocent Criminals","   LIVE NATION PRESENTS           BEN HARPER                                   & THE INNOCENT CRIMINALS FARM BUREAU INS.LAWN @WRSP SAT JUN 13 2015 7:00 PM  ",2,34,"eTicket",2015-06-13,"23:00:00",2015-02-26,2015-02-27,2015-06-02,"01:31:33",2015-06-01,2015-06-01,"CST","INDIANAPOLIS, INDIANA","46204","www.concerts.livenation.com","T ","Y ","Indiana-Ohio"
"4344","Verizon Wireless Music Center Premier Parking : jack johnson","Parking Event","Jack Johnson","MISC","PARKING","PARKING","Verizon Wireless Music Center Premier Parking : jack johnson","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%JACK JOHNSON%VERIZON WIRELESS MUSIC CTR%FRI JUN 13 2008  7:00PM",1,25,"Mail",2008-06-13,"23:00:00",NA,2008-03-07,2008-03-07,"00:00:00",2008-03-07,2008-03-12,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4345","Crosby, Stills, Nash, Young: Jones Beach Theater Premier Parking","Nikon At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","Crosby, Stills, Nash, Young: Jones Beach Theater Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%*    *    *    *%JONES BEACH THEATER%TUE AUG 22, 2006 8:00PM",1,15,"Mail",2006-08-23,"00:00:00",NA,2006-05-01,2006-04-26,"00:00:00",2006-04-26,2006-04-29,"EST","WANTAGH, NEW YORK","11793","NULL","T ","N ","New York"
"4346","The Gorge Premier Parking Event: Dave Matthews Band","Gorge Amphitheatre Star Parking","Dave Matthews Band","MISC","PARKING","PARKING","The Gorge Premier Parking Event: Dave Matthews Band","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%FRI SEP 4,2009 6:00PM",1,28,"Mail",2009-09-05,"01:00:00",NA,2009-03-13,2009-07-13,"00:00:00",2009-07-12,2009-07-15,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4347","Dead & Company","Dead & Company","NULL","CONCERTS","ROCK/POP","CONCERTS","Dead & Company","   LIVE NATION PRESENTS         Dead & Company                                  FIRST NIAGARA PAVILION                             WED JUL 13 2016 7:00 PM  ",1,33,"eTicket",2016-07-13,"23:00:00",2016-02-09,2016-02-13,2016-02-12,"18:43:58",2016-02-12,2016-02-12,"EST","BURGETTSTOWN, PENNSYLVANIA","15021","androidphone2.livenation.us","T ","Y ","Pittsburgh"
"4348","Vip Parking: Jimmy Buffet","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Vip Parking: Jimmy Buffet","   THIS TICKET IS VALID        FOR PARKING ONLY        GOOD THIS DATE ONLY         VIP PARKING PASS     VERIZON WIRELESS MUSIC CTR THUR AUG 25 2011 8:00 PM ",1,25,"TicketFast",2011-08-26,"00:00:00",NA,2011-03-12,2011-07-10,"02:42:20",2011-07-09,2011-07-09,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4349","Vans Warped Tour Presented By Journeys","Vans Warped Tour","Simple Plan","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Vans Warped Tour Presented By Journeys","A PS&E / LIVE NATION EVENT     VANS WARPED TOUR       PRESENTED BY JOURNEYS     WWW.VANSWARPEDTOUR.COM   THE PALACE-AUBURN HILLS   FRI JUL 24 2015 11:00 AM ",1,38.5,"eTicket",2015-07-24,"15:00:00",2014-12-12,2014-12-12,2015-07-10,"19:51:15",2015-07-10,2015-07-10,"EST","AUBURN HILLS, MICHIGAN","48326","www.ticketmaster.com","T ","Y ","Michigan"
"4350","Verizon Wireless Premier Parking: Dave Matthews Band","Verizon Wireless Amph. Irvine Premier Parking","Dave Matthews Band","MISC","PARKING","PARKING","Verizon Wireless Premier Parking: Dave Matthews Band","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS%FRI AUG 25 2006 7:00PM",1,20,"Mail",2006-08-26,"02:00:00",NA,2006-04-08,2006-04-08,"00:00:00",2006-04-08,2006-04-13,"PST","IRVINE, CALIFORNIA","92618","NULL","T ","N ","Los Angeles"
"4351","Dcx World Tour Mmxvi","Dixie Chicks","NULL","CONCERTS","COUNTRY","CONCERTS","Dcx World Tour Mmxvi","      CPATW PRESENTS             DIXIE CHICKS          DCX WORLD TOUR MMXVI       WOODLANDS PAVILION          RAIN OR SHINE        SAT AUG 06 2016 7:00 PM  ",4,174,"eTicket",2016-08-07,"00:00:00",2015-11-18,2015-11-20,2015-11-19,"16:13:19",2015-11-19,NA,"CST","THE WOODLANDS, TEXAS","77380","www.concerts.livenation.com","F ","Y ","Houston"
"4352","Social Distortion","Social Distortion","Nikki Lane","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Social Distortion","  CHANNEL 93.3 PRESENTS       SOCIAL DISTORTION       AGES 16 & OVER WITH ID     FILLMORE AUDITORIUM         DENVER, COLORADO      WED SEP 02 2015 7:00 PM  ",3,105,"eTicket",2015-09-03,"01:00:00",2015-04-22,2015-04-24,2015-04-25,"00:05:06",2015-04-24,2015-08-10,"MST","DENVER, COLORADO","80218","www.concerts.livenation.com","T ","Y ","Colorado"
"4353","Murat Centre Parking : lion king","Parking Event","NULL","MISC","PARKING","PARKING","Murat Centre Parking : lion king","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%LION KING%MURAT CENTRE-INDIANAPOLIS%FRI NOV 21 2008 8:00PM",1,15,"Mail",2008-11-22,"01:00:00",NA,2008-06-13,2008-11-06,"00:00:00",2008-11-06,2008-11-07,"CST","INDIANAPOLIS, INDIANA","46204","NULL","T ","N ","Indiana-Ohio"
"4354","Premier Parking: Toby Keith","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Toby Keith","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%TOBY KEITH%VERIZON WIRELESS MUSIC CTR%SAT JUL 16 2005 7:00 PM",1,20,"Mail",2005-07-16,"23:30:00",NA,2005-04-23,2005-04-23,"00:00:00",2005-04-23,2005-05-03,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4355","Premier Parking: Maroon 5","Hertz Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Maroon 5","   THIS TICKET IS VALID        FOR PARKING ONLY      GOOD FOR THIS DATE ONLY  WALNUT CREEK AMPHITHEATRE  NOT VALID FOR ADMISSION   TUE SEP 10 2013 7:30 PM  ",1,20,"TicketFast",2013-09-10,"23:30:00",NA,2013-04-06,2013-08-21,"16:15:56",2013-08-21,2013-09-10,"EST","RALEIGH, NORTH CAROLINA","27610","www.concerts.livenation.com","T ","N ","Raleigh"
"4356","Premier Parking: Crue Fest","Virginia Beach Amphitheater VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Crue Fest","VALID FOR PARKING ONLY%PREMIER PARKING LOT%VERIZON WIRELESS VB AMP%PARKING FOR CRUEFEST%LOT TIMES CALL 368-3000%SUN JUL 6 2008 5:00PM",1,20,"TicketFast",2008-07-06,"21:00:00",NA,2008-04-19,2008-07-03,"00:00:00",2008-07-03,2008-07-03,"EST","VIRGINIA BEACH, VIRGINIA","23456","NULL","T ","N ","Virginia"
"4357","Guaco","Guaco","NULL","CONCERTS","LATIN MUSIC","CONCERTS","Guaco","    LIVE NATION LATINO              GUACO                                      THE FILLMORE MIAMI BEACH   JACKIE GLEASON THEATER   SAT DEC 19 2015 8:00 PM  ",2,143,"eTicket",2015-12-20,"01:00:00",NA,2015-08-28,2015-12-10,"04:05:09",2015-12-09,2015-12-19,"EST","MIAMI BEACH, FLORIDA","33139","www.concerts.livenation.com","T ","Y ","Miami"
"4358","Free To Laugh: Laugh To Free Comerica Theatre Adams Street Parking","Dodge Theatre Parking","NULL","MISC","PARKING","PARKING","Free To Laugh: Laugh To Free Comerica Theatre Adams Street Parking"," ADAMS ST GARAGE PARKING        FREE TO LAUGH:        LAUGH TO FREE PHOENIX    COMERICA THEATRE PARKING    GOOD ONLY ON 5/10/14      GARAGE OPENS AT 6PM    ",1,10,"Mail",2014-05-11,"02:00:00",NA,2013-09-14,2013-09-18,"21:36:38",2013-09-18,2013-09-20,"MST","PHOENIX, ARIZONA","85003","www.concerts.livenation.com","T ","N ","Arizona"
"4359","Incubus/deftones 2015 tour","Incubus","Deftones","CONCERTS","ROCK/POP","CONCERTS","Incubus/deftones 2015 tour"," RAIN OR SHINE/CPATW PRES          INCUBUS                                             DEFTONES             WOODLANDS PAVILION    WED AUG 19'15 6:15P SHARP ",3,75,"Paperless",2015-08-19,"23:15:00",2015-04-22,2015-05-01,2015-04-21,"22:07:46",2015-04-21,2015-08-19,"CST","THE WOODLANDS, TEXAS","77380","www.concerts.livenation.com","T ","Y ","Houston"
"4360","O.A.R.","O.A.R.","Allen Stone","CONCERTS","ALTERNATIVE ROCK","CONCERTS","O.A.R.","                                    O.A.R.                                     BLUE HILLS BANK PAVILION  NO CAMERAS/TAPES/SMOKING  SAT AUG 15 2015 6:30 PM  ",2,89,"eTicket",2015-08-15,"22:30:00",2015-04-09,2015-04-24,2015-04-23,"14:57:13",2015-04-23,2015-04-23,"EST","BOSTON, MASSACHUSETTS","02210","www.concerts.livenation.com","T ","Y ","Boston"
"4361","AC/DC","AC/DC","Vintage Trouble","CONCERTS","HEAVY METAL","CONCERTS","AC/DC","    WWW.LIVENATION.COM              AC/DC                  WWW.ACDC.COM             DOWNSVIEW PARK       RAIN OR SHINE/R837398916   THU SEP 10 2015 7:00PM  ",1,115.5,"eTicket",2015-09-10,"23:00:00",NA,2015-02-16,2015-08-06,"14:56:31",2015-08-06,2015-09-09,"EST","TORONTO, ONTARIO","M3K","mobile.ticketmaster.ca","T ","Y ","Toronto"
"4362","Aarons Amphitheatre Parking: Tim Mcgraw","Aarons At Lakewood Amph. Vip Parking","NULL","MISC","PARKING","PARKING","Aarons Amphitheatre Parking: Tim Mcgraw","**NOT VALID FOR CONCERT**%**VIP PARKING ONLY**%AARON'S AMPHITHEATRE%TIM MCGRAW PARKING%ENTER ON PRYOR ROAD%SAT MAY 15 2010 7:00PM",1,25,"UPS",2010-05-15,"23:00:00",NA,2010-02-06,2010-05-06,"00:00:00",2010-05-06,2010-05-07,"EST","ATLANTA, GEORGIA","30315","NULL","T ","N ","Atlanta"
"4363","Hertz Premier Parking: Vans Warped Tour","Hertz Premier Parking","NULL","MISC","PARKING","PARKING","Hertz Premier Parking: Vans Warped Tour","    NOT GOOD FOR ENTRY           INTO CONERT             VANS WARPED TOUR      PREMIER PARKING VOUCHER       TOYOTA PAVILION       TUE JUL 16 2013 11:00 AM ",1,40,"UPS",2013-07-16,"15:00:00",NA,2013-01-28,2013-06-29,"02:21:32",2013-06-28,2013-07-12,"EST","SCRANTON, PENNSYLVANIA","18507","www.concerts.livenation.com","T ","N ","Delaware Valley"
"4364","Earl Sweatshirt","Earl Sweatshirt","NULL","CONCERTS","RAP/URBAN","CONCERTS","Earl Sweatshirt","   CROSSROADS PRESENTS         EARL SWEATSHIRT                 ****               PARADISE ROCK CLUB             ALL AGES         FRI AUG 21 2015 DRS 700PM ",2,56,"eTicket",2015-08-21,"23:00:00",NA,2015-02-24,2015-02-26,"12:59:03",2015-02-26,2015-08-21,"EST","BOSTON, MASSACHUSETTS","02215","mobile.ticketmaster.us","T ","Y ","Boston"
"4365","Fast Lane: Rebelution","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Fast Lane: Rebelution","THIS VOUCHER IS VALID FOR         REBELUTION          FAST LANE ACCESS ONLY         THE TABERNACLE      THIS IS NOT A CONCERT TKT  SAT SEP 14 2013 7:00 PM  ",2,20,"TicketFast",2013-09-14,"23:00:00",NA,2013-05-10,2013-09-14,"15:31:10",2013-09-14,2013-09-14,"EST","ATLANTA, GEORGIA","30303","www.concerts.livenation.com","T ","N ","Atlanta"
"4366","Premier Parking : incubus","Umb Bank Pavilion St. Louis Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : incubus","ADMIT ONE VEHICLE FOR%PREMIER PARKING%FOLLOW VIP PARKING SIGNS%VERIZON WIRELESS AMP STL%INCUBUS%SUN JUL 22 2007 7:00PM",1,20,"Mail",2007-07-23,"00:00:00",NA,2007-06-02,2007-06-19,"00:00:00",2007-06-19,2007-06-21,"CST","MARYLAND HEIGHTS, MISSOURI","63043","NULL","T ","N ","St. Louis"
"4367","Vip Deck Upgrade","Live Nation C-T Upsells - Special Event","NULL","MISC","CLUB ACCESS","UPSELL","Vip Deck Upgrade","         VIP DECK               BIG HEAD TODD           WWW.LIVENATION.COM      THEATRE OF LIVING ARTS     334 SOUTH ST, PHILA.   THUR, JAN 19, 2012 DRS 7PM",2,50,"TicketFast",2012-01-20,"00:00:00",NA,2011-11-11,2011-11-11,"17:59:34",2011-11-11,2011-11-11,"EST","PHILADELPHIA, PENNSYLVANIA","19147","NULL","T ","N ","Delaware Valley"
"4368","Fiddlers Green Vip Parking:mayhem Festival","Parking Event","NULL","MISC","PARKING","PARKING","Fiddlers Green Vip Parking:mayhem Festival","VIP PARKING PASS%MAYHEM FESTIVAL%GREENWOOD PLZ @ CALEY AVE%FIDDLER'S GREEN AMPH.%RAIN OR SHINE%SUN JUL 19 2009  2:15PM",1,25,"TicketFast",2009-07-19,"20:15:00",NA,2009-07-01,2009-07-04,"00:00:00",2009-07-03,2009-07-03,"MST","ENGLEWOOD, COLORADO","80111","NULL","T ","N ","Colorado"
"4369","Verizon Wireless Preffered Parking: 311","Verizon Wireless Amph. Irvine Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Preffered Parking: 311","   THIS TICKET IS VALID        FOR PARKING ONLY        GOOD THIS DATE ONLY      PREFERRED PARKING ONLY     VERIZON AMPHITHEATER    FRI AUG 02 2013 7:00 PM  ",1,20,"Mail",2013-08-03,"02:00:00",NA,2013-04-27,2013-05-04,"11:43:03",2013-05-04,2013-05-07,"PST","IRVINE, CALIFORNIA","92618","www.concerts.livenation.com","T ","N ","Los Angeles"
"4370","Il Volo","Il Volo","NULL","CONCERTS","CLASSICAL/VOCAL","CONCERTS","Il Volo","   LIVE NATION PRESENTS            IL VOLO                                          DOLBY THEATRE        AT HOLLYWOOD & HIGHLAND   SAT MAR 26 2016 8:00 PM  ",3,154.5,"eTicket",2016-03-27,"03:00:00",2015-09-25,2015-09-25,2016-02-01,"04:12:02",2016-01-31,2016-01-31,"PST","HOLLYWOOD, CALIFORNIA","90028","www.ticketmaster.com","T ","Y ","Los Angeles"
"4371","Vip Parking: John Mayer","Hertz Vip Parking","NULL","MISC","PARKING","PARKING","Vip Parking: John Mayer","** NOT VALID FOR CONCERT *VALID FOR VIP PARKING ONLY        JOHN MAYER         AARON'S AMP AT LAKEWOOD      ENTER ON PRYOR RD.     FRI SEP 27 2013 7:30 PM  ",1,25,"TicketFast",2013-09-27,"23:30:00",NA,2013-03-30,2013-03-30,"15:44:20",2013-03-30,2013-09-27,"EST","ATLANTA, GEORGIA","30315","www.concerts.livenation.com","T ","N ","Atlanta"
"4372","Legacy Parking Presented By Hertz:black Sabbath","Hertz Legacy Parking","NULL","MISC","PARKING","PARKING","Legacy Parking Presented By Hertz:black Sabbath","    PRESENTED BY HERTZ          LEGACY PARKING           FOR PARKING ONLY        GOOD THIS DATE ONLY       KLIPSCH MUSIC CENTER    SUN AUG 18 2013 7:30 PM  ",1,25,"Mail",2013-08-18,"23:30:00",NA,2013-05-02,2013-05-04,"01:19:48",2013-05-03,2013-05-08,"CST","NOBLESVILLE, INDIANA","46060","www.concerts.livenation.com","T ","N ","Indiana-Ohio"
"4373","Sublime With Rome / rebelution presented by edge 104.1","Sublime with Rome","Rebelution","CONCERTS","ROCK/POP","CONCERTS","Sublime With Rome / rebelution presented by edge 104.1","   EDGE 104.1 PRESENTS        SUBLIME WITH ROME                                       REBELUTION            ISLETA AMPITHEATER     TUE AUG 25 2015 6:00 PM  ",1,18,"TicketFast",2015-08-26,"00:00:00",2015-04-16,2015-04-20,2015-08-19,"04:14:59",2015-08-18,2015-08-25,"MST","ALBUQUERQUE, NEW MEXICO","87106","www.concerts.livenation.com","T ","Y ","New Mexico"
"4374","Premium Parking: Fun.","Parking Event","NULL","MISC","PARKING","PARKING","Premium Parking: Fun.","   NOT VALID FOR ENTRY         PREMIUM PARKING      THIS IS NOT A CONCERT TKT     BAYOU MUSIC CENTER         520 TEXAS AVENUE      WED FEB 13 2013 8:00 PM  ",1,35,"TicketFast",2013-02-14,"02:00:00",NA,2012-10-25,2012-10-30,"14:09:02",2012-10-30,2012-10-30,"CST","HOUSTON, TEXAS","77002","www.livenation.com","T ","N ","Houston"
"4375","Beyonce - the formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce - the formation world tour","   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR   RAYMOND JAMES STADIUM         RAIN OR SHINE         FRI APR 29 2016 6:00PM  ",2,90,"eTicket",2016-04-29,"22:00:00",2016-02-09,2016-02-16,2016-02-12,"15:10:49",2016-02-12,2016-02-19,"EST","TAMPA, FLORIDA","33607","www.ticketmaster.com","T ","Y ","Tampa"
"4376","Vans Warped Tour Premier Parking","Blossom Amphitheatre Premier Parking","NULL","MISC","PARKING","PARKING","Vans Warped Tour Premier Parking","* *THIS IS NOT A TICKET* *     VANS WARPED TOUR     PREMIER PARKING PASS WILL BE MAILED AT A LATER DATE   * * *RECEIPT ONLY* * *   THU JUL 17 2014 11AM DRS ",1,20,"Mail",2014-07-17,"16:00:00",NA,2013-12-04,2013-12-04,"16:20:23",2013-12-04,2013-12-05,"CST","CUYAHOGA FALLS, OHIO","44223","www.concerts.livenation.com","T ","N ","Cleveland"
"4377","Fast Lane Access: (artist)","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Fast Lane Access: (artist)","        FAST LANE                WIZ KHALIFA           THIS IS NOT A TICKET    FAST LANE ENTRANCE ONLY     VERIZON AMPHITHEATER    THU JUL 18 2013 6:00 PM  ",2,10,"TicketFast",2013-07-19,"01:00:00",NA,2013-04-27,2013-05-28,"21:43:39",2013-05-28,2013-05-28,"PST","IRVINE, CALIFORNIA","92618","www.concerts.livenation.com","T ","N ","Los Angeles"
"4378","Gorge Camping - dave matthews band - sept 3-7","Gorge Camping","Dave Matthews Band","MISC","CAMPING","INVALID","Gorge Camping - dave matthews band - sept 3-7","%OVERNIGHT C A M P I N G%* * * * * *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%SEP 3 - 6, 2009",1,75,"Mail",2009-09-05,"01:00:00",NA,2009-03-13,2009-07-11,"00:00:00",2009-07-10,2009-07-14,"PST","QUINCY, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4379","HOUSE OF BLUES DINNER PACKAGE","HOUSE OF BLUES DINNER PACKAGE","NULL","MISC","DINNER PACKAGES (UPSELL)","UPSELL","HOUSE OF BLUES DINNER PACKAGE","   NOT VALID FOR ENTRY          THE MAVERICKS           $50 DINNER VOUCHER     MUST HAVE CONCERT TICKET   HOUSE OF BLUES HOUSTON  THU APR 10 2014  7PM DOORS",1,45,"eTicket",2014-04-11,"00:00:00",NA,2013-11-20,2013-12-11,"16:54:13",2013-12-11,2014-04-10,"CST","HOUSTON, TEXAS","77002","www.concerts.livenation.com","T ","N ","Houston"
"4380","Premier Parking: Duran Duran","Chevrolet Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Duran Duran","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%DURAN DURAN%CHEVROLET THEATRE%MON OCT 29, 2007 7:30PM",1,10,"TicketFast",2007-10-29,"23:30:00",NA,2007-10-19,2007-10-19,"00:00:00",2007-10-19,2007-10-19,"EST","WALLINGFORD, CONNECTICUT","06492","NULL","T ","N ","Boston"
